"berdering","5","Bahasa Batak Toba","Sumatera Utara"
"berdikari","5","Bahasa Batak Toba","Sumatera Utara"
"berdiri","5","Bahasa Batak Toba","Sumatera Utara"
"berdua","5","Bahasa Batak Toba","Sumatera Utara"
"berduaan","5","Bahasa Batak Toba","Sumatera Utara"
"beres","5","Bahasa Batak Toba","Sumatera Utara"
"berfikir","5","Bahasa Batak Toba","Sumatera Utara"
"berganti","5","Bahasa Batak Toba","Sumatera Utara"
"bergelar","5","Bahasa Batak Toba","Sumatera Utara"
"bergerak","5","Bahasa Batak Toba","Sumatera Utara"
"berharap","5","Bahasa Batak Toba","Sumatera Utara"
"berhenti","5","Bahasa Batak Toba","Sumatera Utara"
"beri","5","Bahasa Batak Toba","Sumatera Utara"
"beringas","5","Bahasa Batak Toba","Sumatera Utara"
"berisi","5","Bahasa Batak Toba","Sumatera Utara"
"berjuang","5","Bahasa Batak Toba","Sumatera Utara"
"berjumpa","5","Bahasa Batak Toba","Sumatera Utara"
"berlari","5","Bahasa Batak Toba","Sumatera Utara"
"bermain","5","Bahasa Batak Toba","Sumatera Utara"
"beruang","5","Bahasa Batak Toba","Sumatera Utara"
"biawak","5","Bahasa Batak Toba","Sumatera Utara"
"Binatang","5","Bahasa Batak Toba","Sumatera Utara"
"Biru","5","Bahasa Batak Toba","Sumatera Utara"
"Buah-buahan","5","Bahasa Batak Toba","Sumatera Utara"
"buaya","5","Bahasa Batak Toba","Sumatera Utara"
"Buku","5","Bahasa Batak Toba","Sumatera Utara"
"bunda","5","Bahasa Batak Toba","Sumatera Utara"
"bunga","5","Bahasa Batak Toba","Sumatera Utara"
"bungkam","5","Bahasa Batak Toba","Sumatera Utara"
"bungkuk","5","Bahasa Batak Toba","Sumatera Utara"
"bungkus","5","Bahasa Batak Toba","Sumatera Utara"
"bungkusnya","5","Bahasa Batak Toba","Sumatera Utara"
"bunglon","5","Bahasa Batak Toba","Sumatera Utara"
"bungsu","5","Bahasa Batak Toba","Sumatera Utara"
"bunyi","5","Bahasa Batak Toba","Sumatera Utara"
"buram","5","Bahasa Batak Toba","Sumatera Utara"
"buruh","5","Bahasa Batak Toba","Sumatera Utara"
"burung","5","Bahasa Batak Toba","Sumatera Utara"
"buta","5","Bahasa Batak Toba","Sumatera Utara"
"cabai","5","Bahasa Batak Toba","Sumatera Utara"
"cabang","5","Bahasa Batak Toba","Sumatera Utara"
"cacat","5","Bahasa Batak Toba","Sumatera Utara"
"cacing","5","Bahasa Batak Toba","Sumatera Utara"
"cadangan","5","Bahasa Batak Toba","Sumatera Utara"
"cahaya","5","Bahasa Batak Toba","Sumatera Utara"
"cakap","5","Bahasa Batak Toba","Sumatera Utara"
"cakupan","5","Bahasa Batak Toba","Sumatera Utara"
"calon","5","Bahasa Batak Toba","Sumatera Utara"
"campur","5","Bahasa Batak Toba","Sumatera Utara"
"campuran","5","Bahasa Batak Toba","Sumatera Utara"
"capung","5","Bahasa Batak Toba","Sumatera Utara"
"cara","5","Bahasa Batak Toba","Sumatera Utara"
"cari","5","Bahasa Batak Toba","Sumatera Utara"
"cecak","5","Bahasa Batak Toba","Sumatera Utara"
